# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Vitvi03g01344	Vitvi03g01344	Vitvi03g01344.t01	protein_coding	0	1	1	8	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	1	0
Vitvi03g01371	Vitvi03g01371	Vitvi03g01371.t01	protein_coding	0	0	0	65	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi03g01372	Vitvi03g01372	Vitvi03g01372.t01	protein_coding	0	1	1	63	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	61
Vitvi03g01373	Vitvi03g01373	Vitvi03g01373.t01	protein_coding	1	19	37	8	0	0	0	0	0	0	0	5	0	3	37	0	0	0	0	0	1	0	0	19	0
Vitvi03g01374	Vitvi03g01374	Vitvi03g01374.t01	protein_coding	0	0	0	30	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi03g01424	Vitvi03g01424	Vitvi03g01424.t01	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
Vitvi03g01425	Vitvi03g01425	Vitvi03g01425.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi03g01427	Vitvi03g01427	Vitvi03g01427.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi03g01449	Vitvi03g01449	Vitvi03g01449.t01	protein_coding	0	2	2	19	0	1	2	0	0	0	0	3	0	11	2	0	0	0	0	0	0	0	0	1	3
Vitvi03g01450	Vitvi03g01450	Vitvi03g01450.t01	protein_coding	0	1	2	19	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	19
Vitvi03g01451	Vitvi03g01451	Vitvi03g01451.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi03g01458	Vitvi03g01458	Vitvi03g01458.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi03g01459	Vitvi03g01459	Vitvi03g01459.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi03g01460	Vitvi03g01460	Vitvi03g01460.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi03g01461	Vitvi03g01461	Vitvi03g01461.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1
Vitvi03g01462	Vitvi03g01462	Vitvi03g01462.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi03g01522	Vitvi03g01522	Vitvi03g01522.t01	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
Vitvi03g01523	Vitvi03g01523	Vitvi03g01523.t01	protein_coding	1	0	2	5	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	0	0	0	2
Vitvi03g01563	Vitvi03g01563	Vitvi03g01563.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi03g01654	Vitvi03g01654	Vitvi03g01654.t01	protein_coding	0	1	3	43	0	0	0	0	0	0	0	6	0	33	3	0	0	0	0	0	0	0	0	1	4
Vitvi03g01676	Vitvi03g01676	Vitvi03g01676.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi03g01724	Vitvi03g01724	Vitvi03g01724.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0
Vitvi03g01725	Vitvi03g01725	Vitvi03g01725.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi03g01744	Vitvi03g01744	Vitvi03g01744.t01	protein_coding	0	0	3	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0
Vitvi03g01745	Vitvi03g01745	Vitvi03g01745.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi03g01746	Vitvi03g01746	Vitvi03g01746.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi03g01796	Vitvi03g01796	Vitvi03g01796.t01	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
Vitvi03g01839	Vitvi03g01839	Vitvi03g01839.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g00089	Vitvi04g00089	Vitvi04g00089.t01	protein_coding	0	1	0	13	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0
Vitvi04g00090	Vitvi04g00090	Vitvi04g00090.t01	protein_coding	0	1	7	6	0	0	0	0	0	0	0	1	0	2	7	0	0	0	1	0	0	0	0	0	4
Vitvi04g00091	Vitvi04g00091	Vitvi04g00091.t01	protein_coding	0	1	1	12	0	0	0	0	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	1	0
Vitvi04g00128	Vitvi04g00128	Vitvi04g00128.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi04g00129	Vitvi04g00129	Vitvi04g00129.t01	protein_coding	0	0	0	20	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g00130	Vitvi04g00130	Vitvi04g00130.t01	protein_coding	0	0	2	18	1	0	0	0	0	0	0	1	0	6	2	0	0	0	0	0	0	0	0	0	10
Vitvi04g00131	Vitvi04g00131	Vitvi04g00131.t01	protein_coding	0	1	1	18	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	18
Vitvi04g00132	Vitvi04g00132	Vitvi04g00132.t01	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Vitvi04g00136	Vitvi04g00136	Vitvi04g00136.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi04g00137	Vitvi04g00137	Vitvi04g00137.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g00138	Vitvi04g00138	Vitvi04g00138.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g00154	Vitvi04g00154	Vitvi04g00154.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi04g00189	Vitvi04g00189	Vitvi04g00189.r01	lincRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Vitvi04g00189	Vitvi04g00189	Vitvi04g00189.t01	protein_coding	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g00189	Vitvi04g00189	Vitvi04g00189.t02	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vitvi04g00189	Vitvi04g00189	Vitvi04g00189.t03	protein_coding	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g00237	Vitvi04g00237	Vitvi04g00237.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi04g00237	Vitvi04g00237	Vitvi04g00237.t02	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi04g00238	Vitvi04g00238	Vitvi04g00238.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi04g00344	Vitvi04g00344	Vitvi04g00344.t01	protein_coding	0	4	6	78	0	1	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	72
Vitvi04g00345	Vitvi04g00345	Vitvi04g00345.t01	protein_coding	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49
Vitvi04g00459	Vitvi04g00459	Vitvi04g00459.t01	protein_coding	0	3	5	32	0	0	0	0	0	0	1	22	0	1	4	0	0	0	1	0	0	0	0	2	10
Vitvi04g00460	Vitvi04g00460	Vitvi04g00460.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g00601	Vitvi04g00601	Vitvi04g00601.t01	protein_coding	1	0	0	14	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	2
Vitvi04g00602	Vitvi04g00602	Vitvi04g00602.t01	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
Vitvi04g00646	Vitvi04g00646	Vitvi04g00646.t01	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1
Vitvi04g00647	Vitvi04g00647	Vitvi04g00647.t01	protein_coding	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12
Vitvi04g00648	Vitvi04g00648	Vitvi04g00648.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi04g00650	Vitvi04g00650	Vitvi04g00650.t01	protein_coding	0	0	0	11	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	1
Vitvi04g00685	Vitvi04g00685	Vitvi04g00685.t01	protein_coding	0	0	1	7	0	0	0	0	0	0	0	1	0	6	1	0	0	0	0	0	0	0	0	0	0
Vitvi04g00687	Vitvi04g00687	Vitvi04g00687.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi04g00688	Vitvi04g00688	Vitvi04g00688.t01	protein_coding	0	1	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2
Vitvi04g00689	Vitvi04g00689	Vitvi04g00689.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
Vitvi04g00750	Vitvi04g00750	Vitvi04g00750.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01200	Vitvi04g01200	Vitvi04g01200.t01	protein_coding	1	1	1	19	1	0	0	0	0	0	0	4	0	13	1	0	0	0	0	0	0	1	0	1	1
Vitvi04g01201	Vitvi04g01201	Vitvi04g01201.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01282	Vitvi04g01282	Vitvi04g01282.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01283	Vitvi04g01283	Vitvi04g01283.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4
Vitvi04g01291	Vitvi04g01291	Vitvi04g01291.t01	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01292	Vitvi04g01292	Vitvi04g01292.t01	protein_coding	0	3	2	23	0	0	0	1	0	0	0	1	0	24	1	0	0	0	2	0	0	0	1	0	0
Vitvi04g01293	Vitvi04g01293	Vitvi04g01293.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01422	Vitvi04g01422	Vitvi04g01422.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi04g01423	Vitvi04g01423	Vitvi04g01423.t01	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01423	Vitvi04g01423	Vitvi04g01423.t02	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01455	Vitvi04g01455	Vitvi04g01455.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi04g01456	Vitvi04g01456	Vitvi04g01456.t01	protein_coding	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01529	Vitvi04g01529	Vitvi04g01529.t01	protein_coding	0	0	0	28	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01530	Vitvi04g01530	Vitvi04g01530.t01	protein_coding	0	5	6	89	2	0	0	0	1	0	0	2	0	85	5	0	0	0	0	0	0	0	0	5	0
Vitvi04g01532	Vitvi04g01532	Vitvi04g01532.t01	protein_coding	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01601	Vitvi04g01601	Vitvi04g01601.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01601	Vitvi04g01601	Vitvi04g01601.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01601	Vitvi04g01601	Vitvi04g01601.t03	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01734	Vitvi04g01734	Vitvi04g01734.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01735	Vitvi04g01735	Vitvi04g01735.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Vitvi04g01776	Vitvi04g01776	Vitvi04g01776.t01	protein_coding	0	0	1	4	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0
Vitvi04g01803	Vitvi04g01803	Vitvi04g01803.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi04g01804	Vitvi04g01804	Vitvi04g01804.t01	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vitvi04g01817	Vitvi04g01817	Vitvi04g01817.r01	lincRNA	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01817	Vitvi04g01817	Vitvi04g01817.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01829	Vitvi04g01829	Vitvi04g01829.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01862	Vitvi04g01862	Vitvi04g01862.t01	protein_coding	0	0	4	83	0	0	0	0	0	0	0	27	0	6	4	0	0	0	1	0	0	0	0	0	50
Vitvi04g01948	Vitvi04g01948	Vitvi04g01948.t01	protein_coding	0	1	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3
Vitvi04g01967	Vitvi04g01967	Vitvi04g01967.t01	protein_coding	0	0	0	63	0	0	0	0	0	0	0	54	0	9	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g01980	Vitvi04g01980	Vitvi04g01980.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
Vitvi04g01981	Vitvi04g01981	Vitvi04g01981.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi04g02104	Vitvi04g02104	Vitvi04g02104.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g02151	Vitvi04g02151	Vitvi04g02151.t01	protein_coding	3	2	1	8	0	0	0	0	0	0	0	5	3	3	1	0	0	0	0	0	0	0	0	2	0
Vitvi04g02182	Vitvi04g02182	Vitvi04g02182.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi04g02222	Vitvi04g02222	Vitvi04g02222.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g00013	Vitvi05g00013	Vitvi05g00013.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi05g00013	Vitvi05g00013	Vitvi05g00013.t02	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi05g00014	Vitvi05g00014	Vitvi05g00014.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g00136	Vitvi05g00136	Vitvi05g00136.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g00137	Vitvi05g00137	Vitvi05g00137.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi05g00268	Vitvi05g00268	Vitvi05g00268.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g00269	Vitvi05g00269	Vitvi05g00269.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi05g00299	Vitvi05g00299	Vitvi05g00299.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi05g00300	Vitvi05g00300	Vitvi05g00300.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g00493	Vitvi05g00493	Vitvi05g00493.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi05g00510	Vitvi05g00510	Vitvi05g00510.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi05g00512	Vitvi05g00512	Vitvi05g00512.t01	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g00576	Vitvi05g00576	Vitvi05g00576.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g00577	Vitvi05g00577	Vitvi05g00577.t01	protein_coding	0	1	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2
Vitvi05g00762	Vitvi05g00762	Vitvi05g00762.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi05g00793	Vitvi05g00793	Vitvi05g00793.r01	lincRNA	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Vitvi05g00794	Vitvi05g00794	Vitvi05g00794.t01	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Vitvi05g00794	Vitvi05g00794	Vitvi05g00794.t02	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Vitvi05g00896	Vitvi05g00896	Vitvi05g00896.t01	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Vitvi05g00897	Vitvi05g00897	Vitvi05g00897.t01	protein_coding	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9
Vitvi05g00924	Vitvi05g00924	Vitvi05g00924.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g00925	Vitvi05g00925	Vitvi05g00925.t01	protein_coding	1	1	0	6	0	0	0	0	0	0	0	3	0	4	0	0	0	0	1	0	1	0	0	0	0
Vitvi05g01137	Vitvi05g01137	Vitvi05g01137.t01	protein_coding	0	0	2	37	1	0	0	0	0	0	0	0	0	36	2	0	0	0	0	0	0	0	0	0	0
Vitvi05g01179	Vitvi05g01179	Vitvi05g01179.t01	protein_coding	0	1	0	15	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	1	3
Vitvi05g01180	Vitvi05g01180	Vitvi05g01180.t01	protein_coding	0	0	0	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01181	Vitvi05g01181	Vitvi05g01181.t01	protein_coding	0	0	0	16	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01200	Vitvi05g01200	Vitvi05g01200.t01	protein_coding	0	0	0	65	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01201	Vitvi05g01201	Vitvi05g01201.t01	protein_coding	1	1	4	90	0	0	2	0	0	0	0	1	0	68	4	0	0	0	0	0	1	0	0	1	19
Vitvi05g01202	Vitvi05g01202	Vitvi05g01202.t01	protein_coding	0	0	2	34	0	0	0	0	0	1	0	5	0	28	1	0	0	0	0	0	0	0	0	0	1
Vitvi05g01234	Vitvi05g01234	TRANSCRIPT_Vitvi05g01234		0	0	0	22	0	0	0	0	0	0	0	6	0	0	0	13	0	0	0	0	0	0	0	0	3
Vitvi05g01234	Vitvi05g01234	Vitvi05g01234.t01	protein_coding	3	2	8	9	0	0	0	0	0	0	0	6	0	0	8	0	0	0	0	0	2	1	0	2	3
Vitvi05g01236	Vitvi05g01236	Vitvi05g01236.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01271	Vitvi05g01271	Vitvi05g01271.t01	protein_coding	0	0	0	41	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01272	Vitvi05g01272	Vitvi05g01272.t01	protein_coding	0	5	1	61	0	0	0	0	0	0	0	3	0	54	1	0	0	0	4	0	0	0	0	2	7
Vitvi05g01344	Vitvi05g01344	Vitvi05g01344.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01400	Vitvi05g01400	Vitvi05g01400.t01	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vitvi05g01401	Vitvi05g01401	Vitvi05g01401.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01401	Vitvi05g01401	Vitvi05g01401.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01511	Vitvi05g01511	Vitvi05g01511.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01584	Vitvi05g01584	Vitvi05g01584.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01672	Vitvi05g01672	Vitvi05g01672.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01735	Vitvi05g01735	Vitvi05g01735.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01837	Vitvi05g01837	Vitvi05g01837.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi05g01838	Vitvi05g01838	Vitvi05g01838.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01840	Vitvi05g01840	Vitvi05g01840.t01	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
Vitvi05g01841	Vitvi05g01841	Vitvi05g01841.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi05g01842	Vitvi05g01842	Vitvi05g01842.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01843	Vitvi05g01843	Vitvi05g01843.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi05g01887	Vitvi05g01887	Vitvi05g01887.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi05g01888	Vitvi05g01888	Vitvi05g01888.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g01995	Vitvi05g01995	Vitvi05g01995.t01	protein_coding	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
Vitvi05g02002	Vitvi05g02002	Vitvi05g02002.t01	protein_coding	2	9	27	25	0	0	0	0	0	0	0	9	0	14	27	0	1	0	3	0	0	1	2	4	6
Vitvi05g02184	Vitvi05g02184	Vitvi05g02184.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi05g02185	Vitvi05g02185	Vitvi05g02185.t01	protein_coding	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5
Vitvi05g02186	Vitvi05g02186	Vitvi05g02186.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
